gameDate,game,competition,bet,market,betValue,betTime,betAmount,odds,isMarketMaker,wallet
2026-06-26 19:00:00 UTC,Norway vs France,FIFA World Cup ,Tie,1X2,0.0,2026-06-23 04:36:02 UTC,0.0,1.225,Yes,0x68E1818FF20BBe84F9be9E0A4A395FB11079Bd35
2026-06-25 20:00:00 UTC,Ecuador vs Germany,FIFA World Cup ,Not Germany,1X2,30.0,2026-06-23 04:36:01 UTC,30.0,1.4838,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-26 19:00:00 UTC,Norway vs France,FIFA World Cup ,Tie,1X2,0.0,2026-06-23 04:36:00 UTC,0.0,1.225,Yes,0x68E1818FF20BBe84F9be9E0A4A395FB11079Bd35
2026-06-28 02:00:00 UTC,Jordan vs Argentina,FIFA World Cup ,Argentina -4,Asian Handicap (4),1.0,2026-06-23 04:35:58 UTC,1.0,1.0688,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-28 02:00:00 UTC,Jordan vs Argentina,FIFA World Cup ,Argentina -4,Asian Handicap (4),1.0,2026-06-23 04:35:57 UTC,1.0,1.0688,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-27 03:00:00 UTC,Egypt vs Iran,FIFA World Cup ,Under 1.5,Under/Over (1.5),0.0,2026-06-23 04:35:55 UTC,0.0,1.3625,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-27 03:00:00 UTC,Egypt vs Iran,FIFA World Cup ,Iran,1X2,0.0,2026-06-23 04:35:52 UTC,0.0,1.245,Yes,0x68E1818FF20BBe84F9be9E0A4A395FB11079Bd35
2026-06-26 19:00:00 UTC,Norway vs France,FIFA World Cup ,Tie,1X2,3.0,2026-06-23 04:35:42 UTC,3.0,1.225,Yes,0x68E1818FF20BBe84F9be9E0A4A395FB11079Bd35
2026-06-26 19:00:00 UTC,Norway vs France,FIFA World Cup ,Tie,1X2,3.0,2026-06-23 04:35:40 UTC,3.0,1.225,Yes,0x68E1818FF20BBe84F9be9E0A4A395FB11079Bd35
2026-06-26 19:00:00 UTC,Norway vs France,FIFA World Cup ,Tie,1X2,4.0,2026-06-23 04:35:38 UTC,4.0,1.225,Yes,0x68E1818FF20BBe84F9be9E0A4A395FB11079Bd35
2026-06-26 19:00:00 UTC,Norway vs France,FIFA World Cup ,Tie,1X2,4.0,2026-06-23 04:35:35 UTC,4.0,1.225,Yes,0x68E1818FF20BBe84F9be9E0A4A395FB11079Bd35
2026-06-26 19:00:00 UTC,Norway vs France,FIFA World Cup ,Tie,1X2,4.0,2026-06-23 04:35:33 UTC,4.0,1.225,Yes,0x68E1818FF20BBe84F9be9E0A4A395FB11079Bd35
2026-06-27 03:00:00 UTC,Egypt vs Iran,FIFA World Cup ,Under 1.5,Under/Over (1.5),68.0,2026-06-23 04:35:17 UTC,68.0,1.3638,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-27 03:00:00 UTC,Egypt vs Iran,FIFA World Cup ,Iran,1X2,96.0,2026-06-23 04:35:15 UTC,96.0,1.245,Yes,0x68E1818FF20BBe84F9be9E0A4A395FB11079Bd35
2026-06-26 02:00:00 UTC,Turkey vs USA,FIFA World Cup ,USA,1X2,226.0,2026-06-23 04:26:11 UTC,226.0,1.5075,Yes,0x68E1818FF20BBe84F9be9E0A4A395FB11079Bd35
2026-06-26 02:00:00 UTC,Turkey vs USA,FIFA World Cup ,USA,1X2,209.0,2026-06-23 04:26:09 UTC,209.0,1.5075,Yes,0x68E1818FF20BBe84F9be9E0A4A395FB11079Bd35
2026-06-26 19:00:00 UTC,Norway vs France,FIFA World Cup ,Not Norway,1X2,309.0,2026-06-23 04:21:21 UTC,309.0,1.7925,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-25 20:00:00 UTC,Ecuador vs Germany,FIFA World Cup ,Not Germany,1X2,24.0,2026-06-23 04:19:23 UTC,24.0,1.4838,Yes,0x8268feC8dCb0D284343054BDf2b649286c9aA0a1
2026-06-27 03:00:00 UTC,New Zealand vs Belgium,FIFA World Cup ,Under 2.5,Under/Over (2.5),0.0,2026-06-23 04:11:05 UTC,0.0,1.385,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-28 02:00:00 UTC,Jordan vs Argentina,FIFA World Cup ,Jordan +2.5,Asian Handicap (2.5),1.0,2026-06-23 04:11:03 UTC,1.0,1.6625,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-27 03:00:00 UTC,New Zealand vs Belgium,FIFA World Cup ,Under 2.5,Under/Over (2.5),73.0,2026-06-23 04:10:35 UTC,73.0,1.3887,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-28 02:00:00 UTC,Jordan vs Argentina,FIFA World Cup ,Jordan +2.5,Asian Handicap (2.5),26.0,2026-06-23 04:10:35 UTC,26.0,1.6625,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Not Austria,1X2,129.0,2026-06-23 04:07:27 UTC,129.0,1.6175,Yes,0x5B3498Cb20C3107B5B267fabd3601B6425BDeb42
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Over 2.5,Under/Over (2.5),140.0,2026-06-23 04:07:26 UTC,140.0,1.435,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-26 02:00:00 UTC,Paraguay vs Australia,FIFA World Cup ,Over 4.5,Under/Over (4.5),21.0,2026-06-23 04:04:23 UTC,21.0,1.05,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-25 20:00:00 UTC,Ecuador vs Germany,FIFA World Cup ,Ecuador +0.5,Asian Handicap (0.5),0.0,2026-06-23 04:03:59 UTC,0.0,1.4838,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-25 20:00:00 UTC,Ecuador vs Germany,FIFA World Cup ,Ecuador +1,Asian Handicap (1),141.0,2026-06-23 04:03:48 UTC,141.0,1.6438,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-25 20:00:00 UTC,Ecuador vs Germany,FIFA World Cup ,Not Germany,1X2,122.0,2026-06-23 04:03:46 UTC,122.0,1.4875,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-25 20:00:00 UTC,Ecuador vs Germany,FIFA World Cup ,Ecuador +0.5,Asian Handicap (0.5),123.0,2026-06-23 04:03:46 UTC,123.0,1.4863,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Under 4.0,Under/Over (4),128.0,2026-06-23 03:53:31 UTC,128.0,1.8862,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Under 2.5,Under/Over (2.5),54.0,2026-06-23 03:53:31 UTC,54.0,1.5575,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Under 1.0,Under/Over (1),9.0,2026-06-23 03:53:31 UTC,9.0,1.125,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Under 2.0,Under/Over (2),162.0,2026-06-23 03:53:31 UTC,162.0,1.4025,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-27 03:00:00 UTC,Egypt vs Iran,FIFA World Cup ,Not Iran,1X2,287.0,2026-06-23 03:53:13 UTC,287.0,1.7538,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-28 02:00:00 UTC,Jordan vs Argentina,FIFA World Cup ,Not Argentina,1X2,0.0,2026-06-23 03:53:11 UTC,0.0,1.2012,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-28 02:00:00 UTC,Jordan vs Argentina,FIFA World Cup ,Not Argentina,1X2,4.0,2026-06-23 03:52:28 UTC,4.0,1.2012,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-28 02:00:00 UTC,Jordan vs Argentina,FIFA World Cup ,Jordan +1,Asian Handicap (1),0.0,2026-06-23 03:51:39 UTC,0.0,1.2625,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-28 02:00:00 UTC,Jordan vs Argentina,FIFA World Cup ,Jordan +1,Asian Handicap (1),75.0,2026-06-23 03:51:23 UTC,75.0,1.265,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Under 2.0,Under/Over (2),0.0,2026-06-23 03:50:52 UTC,0.0,1.4025,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Under 2.0,Under/Over (2),33.0,2026-06-23 03:50:33 UTC,33.0,1.405,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Austria -1.5,Asian Handicap (1.5),0.0,2026-06-23 03:49:05 UTC,0.0,1.1513,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Austria -1.5,Asian Handicap (1.5),0.0,2026-06-23 03:49:03 UTC,0.0,1.1513,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Austria -1,Asian Handicap (1),50.0,2026-06-23 03:48:20 UTC,50.0,1.2012,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Austria -1.5,Asian Handicap (1.5),47.0,2026-06-23 03:48:19 UTC,47.0,1.1575,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Austria -1.5,Asian Handicap (1.5),10.0,2026-06-23 03:48:18 UTC,10.0,1.1575,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Austria -1,Asian Handicap (1),17.0,2026-06-23 03:48:18 UTC,17.0,1.2012,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-27 00:00:00 UTC,Cape Verde vs Saudi Arabia,FIFA World Cup ,Not Saudi Arabia,1X2,11.0,2026-06-23 03:46:49 UTC,11.0,1.6763,Yes,0x8268feC8dCb0D284343054BDf2b649286c9aA0a1
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Under 2.5,Under/Over (2.5),2.0,2026-06-23 03:46:35 UTC,2.0,1.5713,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Under 2.5,Under/Over (2.5),205.0,2026-06-23 03:46:34 UTC,205.0,1.5713,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Under 3.0,Under/Over (3),313.0,2026-06-23 03:46:34 UTC,313.0,1.7188,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-27 21:00:00 UTC,Panama vs England,FIFA World Cup ,Over 3.0,Under/Over (3),0.0,2026-06-23 03:41:52 UTC,0.0,1.4788,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-27 21:00:00 UTC,Panama vs England,FIFA World Cup ,Over 3.0,Under/Over (3),16.0,2026-06-23 03:41:33 UTC,16.0,1.48,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-26 19:00:00 UTC,Norway vs France,FIFA World Cup ,Under 4.0,Under/Over (4),20.0,2026-06-23 03:38:23 UTC,20.0,1.785,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Austria -1,Asian Handicap (1),35.0,2026-06-23 03:38:12 UTC,35.0,1.2012,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Austria -1.5,Asian Handicap (1.5),10.0,2026-06-23 03:38:11 UTC,10.0,1.1587,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Austria -1,Asian Handicap (1),10.0,2026-06-23 03:38:11 UTC,10.0,1.2025,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Over 3.0,Under/Over (3),17.0,2026-06-23 03:38:09 UTC,17.0,1.275,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Austria -1,Asian Handicap (1),22.0,2026-06-23 03:38:09 UTC,22.0,1.2025,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Under 1.5,Under/Over (1.5),0.0,2026-06-23 03:37:11 UTC,0.0,1.2888,Yes,0x8268feC8dCb0D284343054BDf2b649286c9aA0a1
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Over 3.0,Under/Over (3),72.0,2026-06-23 03:36:46 UTC,72.0,1.2862,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Over 3.0,Under/Over (3),61.0,2026-06-23 03:36:43 UTC,61.0,1.2875,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Over 1.5,Under/Over (1.5),150.0,2026-06-23 03:36:42 UTC,150.0,1.71,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Over 3.0,Under/Over (3),15.0,2026-06-23 03:36:41 UTC,15.0,1.2875,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Over 1.5,Under/Over (1.5),56.0,2026-06-23 03:36:40 UTC,56.0,1.71,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Over 3.0,Under/Over (3),58.0,2026-06-23 03:36:40 UTC,58.0,1.2875,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Over 2.0,Under/Over (2),1.0,2026-06-23 03:36:25 UTC,1.0,1.5975,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Under 1.5,Under/Over (1.5),23.0,2026-06-23 03:36:24 UTC,23.0,1.2825,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Over 2.0,Under/Over (2),142.0,2026-06-23 03:36:16 UTC,142.0,1.5938,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Under 3.0,Under/Over (3),180.0,2026-06-23 03:36:13 UTC,180.0,1.7063,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-27 00:00:00 UTC,Uruguay vs Spain,FIFA World Cup ,Tie,1X2,52.0,2026-06-23 03:27:01 UTC,52.0,1.2237,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-28 02:00:00 UTC,Jordan vs Argentina,FIFA World Cup ,Jordan +1,Asian Handicap (1),0.0,2026-06-23 03:20:37 UTC,0.0,1.2637,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-28 02:00:00 UTC,Jordan vs Argentina,FIFA World Cup ,Jordan +1,Asian Handicap (1),5.0,2026-06-23 03:20:31 UTC,5.0,1.2637,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-27 21:00:00 UTC,Panama vs England,FIFA World Cup ,Over 3.0,Under/Over (3),0.0,2026-06-23 03:12:01 UTC,0.0,1.48,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-27 21:00:00 UTC,Panama vs England,FIFA World Cup ,Over 3.0,Under/Over (3),23.0,2026-06-23 03:11:14 UTC,23.0,1.48,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-27 03:00:00 UTC,New Zealand vs Belgium,FIFA World Cup ,Under 2.5,Under/Over (2.5),0.0,2026-06-23 02:50:47 UTC,0.0,1.3887,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-27 03:00:00 UTC,New Zealand vs Belgium,FIFA World Cup ,Under 2.5,Under/Over (2.5),63.0,2026-06-23 02:50:40 UTC,63.0,1.39,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-26 02:00:00 UTC,Turkey vs USA,FIFA World Cup ,USA -1.5,Asian Handicap (1.5),173.0,2026-06-23 02:50:26 UTC,173.0,1.2775,Yes,0x8268feC8dCb0D284343054BDf2b649286c9aA0a1
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Under 2.5,Under/Over (2.5),0.0,2026-06-23 02:40:46 UTC,0.0,1.36,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Under 2.5,Under/Over (2.5),88.0,2026-06-23 02:40:37 UTC,88.0,1.3625,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-26 19:00:00 UTC,Senegal vs Iraq,FIFA World Cup ,Senegal,1X2,3.0,2026-06-23 02:39:56 UTC,3.0,1.7788,Yes,0x68E1818FF20BBe84F9be9E0A4A395FB11079Bd35
2026-06-26 19:00:00 UTC,Senegal vs Iraq,FIFA World Cup ,Senegal,1X2,54.0,2026-06-23 02:39:00 UTC,54.0,1.7788,Yes,0x68E1818FF20BBe84F9be9E0A4A395FB11079Bd35
2026-06-26 02:00:00 UTC,Turkey vs USA,FIFA World Cup ,USA,12,3.0,2026-06-23 02:36:01 UTC,3.0,1.6387,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-26 02:00:00 UTC,Turkey vs USA,FIFA World Cup ,Turkey +2,Asian Handicap (2),347.0,2026-06-23 02:31:47 UTC,347.0,1.8525,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-26 02:00:00 UTC,Turkey vs USA,FIFA World Cup ,Turkey +1.5,Asian Handicap (1.5),157.0,2026-06-23 02:31:47 UTC,157.0,1.7163,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-26 02:00:00 UTC,Turkey vs USA,FIFA World Cup ,Turkey 0,Asian Handicap (0),0.0,2026-06-23 02:30:31 UTC,0.0,1.3425,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-26 02:00:00 UTC,Turkey vs USA,FIFA World Cup ,Turkey +1.5,Asian Handicap (1.5),51.0,2026-06-23 02:29:45 UTC,51.0,1.72,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-26 02:00:00 UTC,Turkey vs USA,FIFA World Cup ,Turkey 0,Asian Handicap (0),65.0,2026-06-23 02:29:44 UTC,65.0,1.3462,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-27 23:30:00 UTC,Congo DR vs Uzbekistan,FIFA World Cup ,Uzbekistan,12,5.0,2026-06-23 02:28:29 UTC,5.0,1.3562,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-27 00:00:00 UTC,Cape Verde vs Saudi Arabia,FIFA World Cup ,Saudi Arabia,12,7.0,2026-06-23 02:27:58 UTC,7.0,1.4275,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-27 03:00:00 UTC,New Zealand vs Belgium,FIFA World Cup ,Under 2.5,Under/Over (2.5),0.0,2026-06-23 02:13:59 UTC,0.0,1.39,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-27 03:00:00 UTC,New Zealand vs Belgium,FIFA World Cup ,Under 2.5,Under/Over (2.5),71.0,2026-06-23 02:13:17 UTC,71.0,1.3925,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-27 03:00:00 UTC,New Zealand vs Belgium,FIFA World Cup ,Belgium -2,Asian Handicap (2),90.0,2026-06-23 02:13:16 UTC,90.0,1.4663,Yes,0x8268feC8dCb0D284343054BDf2b649286c9aA0a1
2026-06-26 19:00:00 UTC,Norway vs France,FIFA World Cup ,Not France,1X2,84.0,2026-06-23 02:12:50 UTC,84.0,1.4325,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-26 19:00:00 UTC,Senegal vs Iraq,FIFA World Cup ,Senegal -3,Asian Handicap (-3),0.0,2026-06-23 02:10:10 UTC,0.0,1.1725,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-26 19:00:00 UTC,Senegal vs Iraq,FIFA World Cup ,Senegal -3.5,Asian Handicap (-3.5),0.0,2026-06-23 02:10:08 UTC,0.0,1.1438,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-26 19:00:00 UTC,Senegal vs Iraq,FIFA World Cup ,Senegal -3,Asian Handicap (-3),51.0,2026-06-23 02:09:56 UTC,51.0,1.1738,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-26 19:00:00 UTC,Senegal vs Iraq,FIFA World Cup ,Senegal -3.5,Asian Handicap (-3.5),23.0,2026-06-23 02:09:55 UTC,23.0,1.145,Yes,0xE4DD6165bFF7EE73D7932C3b478f7E22431e85E7
2026-06-26 19:00:00 UTC,Senegal vs Iraq,FIFA World Cup ,Under 3.5,Under/Over (3.5),72.0,2026-06-23 02:07:44 UTC,72.0,1.62,Yes,0x740d5718a79A8559fEeE8B00922F8Cd773A81D84
2026-06-26 19:00:00 UTC,Senegal vs Iraq,FIFA World Cup ,Under 2.5,Under/Over (2.5),9.0,2026-06-23 02:00:53 UTC,9.0,1.4163,Yes,0x42B4CF407654a8469d1Cf3606712C1f30599B2C5
2026-06-26 19:00:00 UTC,Senegal vs Iraq,FIFA World Cup ,Iraq +2.5,Asian Handicap (-2.5),22.0,2026-06-23 02:00:25 UTC,22.0,1.6913,Yes,0x740d5718a79A8559fEeE8B00922F8Cd773A81D84
2026-06-26 19:00:00 UTC,Senegal vs Iraq,FIFA World Cup ,Over 5.0,Under/Over (5),0.0,2026-06-23 01:58:04 UTC,0.0,1.0837,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-26 19:00:00 UTC,Senegal vs Iraq,FIFA World Cup ,Over 5.0,Under/Over (5),8.0,2026-06-23 01:57:41 UTC,8.0,1.0875,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-26 19:00:00 UTC,Senegal vs Iraq,FIFA World Cup ,Over 5.0,Under/Over (5),0.0,2026-06-23 01:57:21 UTC,0.0,1.0875,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-26 19:00:00 UTC,Senegal vs Iraq,FIFA World Cup ,Over 5.0,Under/Over (5),0.0,2026-06-23 01:57:19 UTC,0.0,1.0875,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-26 19:00:00 UTC,Senegal vs Iraq,FIFA World Cup ,Over 5.0,Under/Over (5),0.0,2026-06-23 01:57:18 UTC,0.0,1.0875,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-26 19:00:00 UTC,Senegal vs Iraq,FIFA World Cup ,Over 5.0,Under/Over (5),0.0,2026-06-23 01:57:16 UTC,0.0,1.0875,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-26 19:00:00 UTC,Senegal vs Iraq,FIFA World Cup ,Over 5.0,Under/Over (5),0.0,2026-06-23 01:57:14 UTC,0.0,1.0875,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-26 19:00:00 UTC,Senegal vs Iraq,FIFA World Cup ,Over 5.0,Under/Over (5),0.0,2026-06-23 01:57:13 UTC,0.0,1.0875,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-26 19:00:00 UTC,Senegal vs Iraq,FIFA World Cup ,Over 5.0,Under/Over (5),0.0,2026-06-23 01:57:11 UTC,0.0,1.0875,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-26 19:00:00 UTC,Senegal vs Iraq,FIFA World Cup ,Over 5.0,Under/Over (5),5.0,2026-06-23 01:56:55 UTC,5.0,1.0875,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-26 19:00:00 UTC,Senegal vs Iraq,FIFA World Cup ,Over 5.0,Under/Over (5),6.0,2026-06-23 01:56:50 UTC,6.0,1.0875,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-26 19:00:00 UTC,Senegal vs Iraq,FIFA World Cup ,Over 5.0,Under/Over (5),1.0,2026-06-23 01:56:48 UTC,1.0,1.0875,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-26 19:00:00 UTC,Senegal vs Iraq,FIFA World Cup ,Over 5.0,Under/Over (5),1.0,2026-06-23 01:56:47 UTC,1.0,1.0875,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-26 19:00:00 UTC,Senegal vs Iraq,FIFA World Cup ,Over 5.0,Under/Over (5),2.0,2026-06-23 01:56:44 UTC,2.0,1.0875,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-26 19:00:00 UTC,Senegal vs Iraq,FIFA World Cup ,Over 5.0,Under/Over (5),2.0,2026-06-23 01:56:40 UTC,2.0,1.0875,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-26 19:00:00 UTC,Senegal vs Iraq,FIFA World Cup ,Over 5.0,Under/Over (5),1.0,2026-06-23 01:56:33 UTC,1.0,1.0875,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-26 19:00:00 UTC,Senegal vs Iraq,FIFA World Cup ,Over 5.5,Under/Over (5.5),0.0,2026-06-23 01:55:38 UTC,0.0,1.0775,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-26 19:00:00 UTC,Senegal vs Iraq,FIFA World Cup ,Over 5.5,Under/Over (5.5),3.0,2026-06-23 01:55:08 UTC,3.0,1.0775,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
